City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bairiki,1.3292,172.9752,26.0,94,75,4.12,KI,1676779027
363,huilong,31.8111,121.655,8.85,66,72,7.65,CN,1676779027
364,bambous virieux,-20.3428,57.7575,26.79,94,40,2.06,MU,1676779027
365,pop,40.8736,71.1089,5.27,52,46,1.45,UZ,1676779027
366,kitimat,54.0524,-128.6534,3.84,35,100,1.79,CA,1676779027
367,rehoboth,-23.3167,17.0833,17.22,35,1,0.92,NA,1676779027
368,baraboo,43.4711,-89.7443,1.66,78,0,1.54,US,1676779028
369,yar-sale,66.8333,70.8333,-18.54,91,42,5.08,RU,1676779028
370,gouloure,12.2306,-1.9289,23.85,16,5,4.42,BF,1676779028
371,amga,60.8953,131.9608,-18.8,93,100,1.03,RU,1676779028
372,katobu,-4.9408,122.5276,30.79,61,96,3.8,ID,1676779028
373,sioux lookout,50.1001,-91.917,-4.96,86,100,2.06,CA,1676779028
374,port blair,11.6667,92.75,28.02,78,40,4.12,IN,1676779028
375,shimoda,34.6667,138.95,17.2,87,100,14.08,JP,1676778944
376,sao filipe,14.8961,-24.4956,21.55,72,97,3.94,CV,1676779029
377,erenhot,43.6475,111.9767,-4.77,32,0,5.21,CN,1676779030
378,bengkulu,-3.8004,102.2655,29.0,67,86,2.19,ID,1676779030
379,englehart,47.8169,-79.8664,-9.69,92,75,1.54,CA,1676779030
380,abha,18.2164,42.5053,8.14,66,0,0.0,SA,1676779030
381,imbituba,-28.24,-48.6703,16.81,70,35,3.1,BR,1676779030
382,takoradi,4.8845,-1.7554,24.55,85,31,0.62,GH,1676779030
383,coari,-4.085,-63.1414,22.87,97,99,1.15,BR,1676779031
384,plettenberg bay,-34.0527,23.3716,17.18,87,1,1.04,ZA,1676779031
385,shingu,33.7333,135.9833,16.3,91,98,6.01,JP,1676779031
386,yerakion,37.0,22.7,6.79,50,3,1.61,GR,1676779031
387,muskegon,43.3,-86.1334,2.66,77,0,1.54,US,1676779031
388,macapa,0.0389,-51.0664,25.99,89,75,3.6,BR,1676779031
389,srandakan,-7.9386,110.2506,29.18,68,61,4.94,ID,1676779032
390,omboue,-1.5746,9.2618,26.21,86,98,0.79,GA,1676779032
391,hobyo,5.3505,48.5268,24.81,69,65,9.28,SO,1676779032
392,deniliquin,-35.5333,144.9667,33.42,13,14,3.63,AU,1676779032
393,kolokani,13.5728,-8.0339,20.75,16,68,3.99,ML,1676779032
394,tsevie,6.4261,1.2133,26.49,57,36,0.79,TG,1676779032
395,suez,29.9737,32.5263,10.64,87,0,4.81,EG,1676779033
396,acajutla,13.5928,-89.8275,27.81,51,7,4.99,SV,1676779033
397,temiscaming,46.7212,-79.0971,-2.25,93,13,1.03,CA,1676779033
398,ilulissat,69.2167,-51.1,-8.1,73,100,2.67,GL,1676779034
399,auch,43.65,0.5833,9.03,68,0,0.94,FR,1676779035
400,salalah,17.0151,54.0924,22.56,40,29,8.83,OM,1676779035
401,mnogovershinnyy,53.9353,139.9242,-15.46,75,6,0.37,RU,1676779035
402,buchanan,5.8808,-10.0467,25.32,92,5,1.42,LR,1676779036
403,sao gabriel da cachoeira,-0.1303,-67.0892,22.32,98,100,0.66,BR,1676779036
404,sola,-13.8833,167.55,29.37,79,75,3.09,VU,1676779036
405,vaitape,-16.5167,-151.75,28.12,68,4,4.03,PF,1676779036
406,cherskiy,68.75,161.3,-32.75,92,100,1.78,RU,1676779036
407,berlevag,70.8578,29.0864,-1.0,80,100,3.09,NO,1676779036
408,gat,31.61,34.7642,11.89,74,1,2.0,IL,1676779037
409,sobolevo,54.4299,31.8996,-1.1,93,100,6.92,RU,1676779037
410,tecoanapa,16.5167,-98.75,25.12,73,10,1.57,MX,1676779037
411,bassar,9.25,0.7833,20.62,20,7,1.82,TG,1676779037
412,kjollefjord,70.9457,27.3465,1.03,80,100,1.54,NO,1676779037
413,simbahan,6.3032,120.5836,26.69,83,49,3.56,PH,1676779038
414,ramhormoz,31.28,49.6035,8.72,55,6,2.52,IR,1676779038
415,dudinka,69.4058,86.1778,-16.44,91,94,4.92,RU,1676779039
416,suntar,62.1444,117.6319,-22.03,92,81,2.3,RU,1676779039
417,yangjiang,21.85,111.9667,26.48,47,77,3.03,CN,1676778741
418,portland,45.5234,-122.6762,8.38,83,95,2.24,US,1676779039
419,panaba,21.2833,-88.2667,22.41,88,56,4.44,MX,1676779040
420,mogadishu,2.0371,45.3438,23.93,83,0,6.17,SO,1676779040
421,ossora,59.2353,163.0719,-18.4,84,99,1.16,RU,1676779040
422,beringovskiy,63.05,179.3167,-20.49,96,100,5.79,RU,1676779040
423,mehamn,71.0357,27.8492,-1.03,80,100,1.54,NO,1676779040
424,juan aldama,24.2908,-103.3944,11.77,39,4,1.8,MX,1676779040
425,iquitos,-3.7481,-73.2472,25.02,88,75,0.0,PE,1676779040
426,vacaria,-28.5122,-50.9339,6.66,79,80,3.74,BR,1676779041
427,sao felix do xingu,-6.6447,-51.995,22.17,99,100,0.87,BR,1676779041
428,vestmanna,62.1564,-7.1664,1.51,80,75,3.6,FO,1676779041
429,faanui,-16.4833,-151.75,28.11,68,4,4.0,PF,1676779041
430,morgan city,29.6994,-91.2068,9.44,64,100,0.99,US,1676779041
431,kodiak,57.79,-152.4072,0.99,83,44,4.2,US,1676779041
432,san cristobal,7.7669,-72.225,19.1,81,45,0.27,VE,1676779042
433,trelew,-43.249,-65.3051,21.9,24,100,7.95,AR,1676779042
434,peniche,39.3558,-9.3811,12.38,74,12,4.0,PT,1676779042
435,nome,64.5011,-165.4064,-17.69,82,60,1.86,US,1676779042
436,marystown,47.1666,-55.1483,-11.34,85,39,2.33,CA,1676779043
437,rocha,-34.4833,-54.3333,11.48,58,0,1.95,UY,1676779043
438,waingapu,-9.6567,120.2641,30.02,69,79,3.09,ID,1676779044
439,padang,-0.9492,100.3543,29.03,70,88,2.31,ID,1676778709
440,kottagudem,17.55,80.6333,27.56,52,2,1.7,IN,1676779044
441,lazo,43.3817,133.9014,-4.47,82,100,2.42,RU,1676779044
442,machico,32.7,-16.7667,17.29,78,40,6.69,PT,1676779044
443,kirakira,-10.4544,161.9205,28.93,73,92,1.62,SB,1676779044
444,bardiyah,31.7561,25.0865,12.88,68,44,3.53,LY,1676779045
445,moree,-29.4667,149.85,35.59,28,62,1.92,AU,1676778975
446,brun,39.5349,46.3073,-6.31,63,33,6.24,AM,1676779045
447,troitskoye,52.9821,84.6757,-8.76,93,100,1.1,RU,1676779045
448,dauriya,49.9333,116.8667,-15.81,84,36,5.24,RU,1676779045
449,roald,62.5833,6.1333,2.09,80,75,3.6,NO,1676779045
450,ulaanbaatar,47.9077,106.8832,-9.93,62,0,1.0,MN,1676778816
451,pachino,36.7186,15.0907,10.47,76,0,4.14,IT,1676779046
452,kralendijk,12.15,-68.2667,25.64,73,0,8.91,BQ,1676779046
453,palmital,-22.7889,-50.2175,17.35,89,96,5.7,BR,1676779046
454,tilichiki,60.4667,166.1,-20.0,87,99,3.41,RU,1676779046
455,baikunthpur,23.25,82.55,24.81,28,0,1.07,IN,1676779046
456,pagudpud,18.5616,120.7868,23.91,91,100,6.62,PH,1676779047
457,kargopol,61.5071,38.9456,-12.77,95,91,3.3,RU,1676779047
458,del rio,29.3627,-100.8968,11.18,28,100,2.24,US,1676779047
459,kaohsiung,22.6163,120.3133,27.97,50,75,5.66,TW,1676778971
460,moroni,-11.7022,43.2551,26.25,78,34,1.79,KM,1676779048
461,peterhead,57.5058,-1.7981,0.22,83,76,4.64,GB,1676779048
462,nicoya,10.1483,-85.452,23.2,69,16,7.09,CR,1676779048
463,goure,13.9835,10.2704,14.31,19,0,6.09,NE,1676779048
464,talcahuano,-36.7167,-73.1167,12.82,94,0,2.57,CL,1676778916
465,picton,-34.1833,150.6,27.72,65,13,3.3,AU,1676779049
466,arman,59.7,150.1667,-17.57,71,0,2.13,RU,1676779049
467,saint-pierre,-21.3393,55.4781,27.73,57,0,3.09,RE,1676779049
468,papar,5.7333,115.9333,31.0,74,100,2.56,MY,1676779049
469,tautira,-17.7333,-149.15,27.62,74,27,3.73,PF,1676779050
470,naze,28.3667,129.4833,22.51,65,89,4.88,JP,1676779050
471,pochutla,15.7432,-96.4661,23.1,64,3,1.18,MX,1676779050
472,xining,36.6167,101.7667,-2.03,44,73,0.82,CN,1676778917
473,tigil,57.8,158.6667,-16.15,88,100,1.26,RU,1676779051
474,sitka,57.0531,-135.33,5.94,87,100,5.14,US,1676779051
475,palu,-0.8917,119.8707,32.31,57,100,2.24,ID,1676779051
476,ningxiang,37.34,111.2052,-0.86,35,0,5.23,CN,1676779052
477,keti bandar,24.1447,67.4497,24.32,64,56,3.19,PK,1676779052
478,bhagwantnagar,26.2333,80.75,22.74,47,0,0.74,IN,1676779052
479,goderich,43.7501,-81.7165,1.18,80,100,3.09,CA,1676779052
480,rudnyy,52.9594,63.1206,-19.87,96,97,3.32,KZ,1676779053
481,khandbari,27.3747,87.2039,22.24,43,13,0.99,NP,1676779053
482,araouane,18.9048,-3.5265,19.69,15,6,4.02,ML,1676779053
483,north bend,43.4065,-124.2243,8.25,95,100,4.12,US,1676779053
484,quepos,9.4236,-84.1652,23.42,62,12,2.89,CR,1676779054
485,lebork,54.5392,17.7501,3.07,91,84,4.72,PL,1676779054
486,manaure,11.7751,-72.4445,23.72,80,0,5.35,CO,1676779054
487,velasco ibarra,-1.05,-79.6167,23.92,90,100,0.21,EC,1676779054
488,morant bay,17.8815,-76.4093,26.79,81,9,5.36,JM,1676779055
489,buin,-33.7333,-70.75,23.4,58,0,0.73,CL,1676779055
490,nalut,30.3333,10.85,8.39,56,0,4.46,LY,1676779055
491,ajdabiya,30.7554,20.2263,11.6,77,0,2.3,LY,1676779055
492,ambulu,-8.345,113.6058,29.26,69,58,3.67,ID,1676779055
493,jawhar,2.7809,45.5005,21.52,83,99,6.0,SO,1676779055
494,agadez,19.75,10.25,11.62,27,0,4.09,NE,1676779055
495,fare,-16.7,-151.0167,28.03,69,2,3.52,PF,1676779056
496,aswan,24.0934,32.907,13.61,35,0,4.12,EG,1676779056
497,hailey,43.5196,-114.3153,-8.95,95,99,1.95,US,1676779056
498,kashi,39.4547,75.9797,0.56,93,20,2.0,CN,1676779056
499,sisophon,13.5859,102.9737,32.57,30,87,3.15,KH,1676779057
500,matara,5.9485,80.5353,28.28,67,43,3.33,LK,1676779057
501,san luis,-33.295,-66.3356,14.3,28,0,6.06,AR,1676779057
502,mount gambier,-37.8333,140.7667,26.2,33,0,4.8,AU,1676779057
503,te anau,-45.4167,167.7167,16.55,86,98,2.38,NZ,1676779057
504,whitehorse,60.7161,-135.0538,-3.57,86,75,6.17,CA,1676779057
505,ugoofaaru,5.6667,73.0,26.9,62,15,4.71,MV,1676779058
506,jieshi,22.8134,115.8257,23.92,57,73,1.34,CN,1676779058
507,ndele,8.4109,20.6473,21.84,18,38,4.28,CF,1676779058
508,yerbogachen,61.2767,108.0108,-19.08,88,100,4.09,RU,1676779058
509,yaan,7.3833,8.5667,23.3,21,48,1.93,NG,1676779058
510,magdalena,14.1999,121.429,24.08,96,100,1.44,PH,1676779058
511,ereymentau,51.6199,73.1033,-12.74,96,92,2.06,KZ,1676779059
512,templin,53.1186,13.5022,4.54,88,100,3.68,DE,1676779059
513,derzhavinsk,51.1,66.3167,-12.72,95,100,5.17,KZ,1676779059
514,klyuchi,52.2667,79.1667,-12.16,88,100,0.98,RU,1676779059
515,puri,19.8,85.85,27.29,63,0,3.24,IN,1676779059
516,southern pines,35.174,-79.3923,4.98,55,0,1.92,US,1676779059
517,flinders,-34.5833,150.8552,28.43,67,47,1.79,AU,1676779020
518,luocheng,29.3848,104.0286,16.84,40,9,1.17,CN,1676779060
519,narrabri,-30.3167,149.7833,36.4,34,27,1.79,AU,1676779060
520,nanakuli,21.3906,-158.1547,25.48,79,76,4.25,US,1676779061
521,meulaboh,4.1363,96.1285,29.03,67,43,0.55,ID,1676779061
522,kosh-agach,50.0,88.6667,-17.01,67,74,0.31,RU,1676779061
523,nueva helvecia,-34.3,-57.2333,10.89,44,0,4.13,UY,1676779061
524,fengrun,39.8333,118.1167,5.24,30,0,6.73,CN,1676779062
525,ucluelet,48.9329,-125.5528,5.05,87,99,0.83,CA,1676779062
526,khingansk,49.1167,131.1833,-13.25,77,96,2.91,RU,1676779062
527,vardo,70.3705,31.1107,-2.01,86,100,4.12,NO,1676779062
528,ambilobe,-13.2,49.05,24.46,91,48,1.12,MG,1676779063
529,bani walid,31.7566,13.9942,9.12,80,0,0.61,LY,1676779063
530,chhapra,25.7667,84.75,23.99,38,0,0.45,IN,1676778785
531,krasnoselkup,65.7,82.4667,-15.3,93,100,2.28,RU,1676779063
532,moindou,-21.6924,165.677,27.43,60,29,6.56,NC,1676779063
533,monte carmelo,-18.7247,-47.4986,19.09,94,95,1.52,BR,1676779063
534,lorengau,-2.0226,147.2712,28.19,74,48,0.74,PG,1676779064
535,havoysund,70.9963,24.6622,1.13,97,100,1.75,NO,1676779065
536,sistranda,63.7256,8.834,-0.02,64,100,13.35,NO,1676778998
537,oistins,13.0667,-59.5333,24.05,83,75,6.17,BB,1676779065
538,wajir,1.7471,40.0573,23.81,74,77,5.78,KE,1676779065
539,cap malheureux,-19.9842,57.6142,26.93,79,55,0.89,MU,1676779065
540,quartucciu,39.2519,9.1794,7.78,84,0,3.09,IT,1676779065
541,leh,34.1667,77.5833,-6.12,82,99,1.99,IN,1676778904
542,calama,-22.4667,-68.9333,13.27,71,0,3.6,CL,1676779066
543,chernyshevskiy,63.0128,112.4714,-22.16,90,100,3.15,RU,1676779066
544,igarka,67.4667,86.5833,-13.24,96,100,2.99,RU,1676779067
545,xai-xai,-25.0519,33.6442,24.25,92,64,2.4,MZ,1676779067
546,gao,16.6362,1.637,16.84,18,1,5.41,ML,1676779067
547,cabedelo,-6.9811,-34.8339,27.37,77,18,3.96,BR,1676779067
548,dingle,10.9995,122.6711,27.85,76,100,0.54,PH,1676779067
549,bereda,43.2686,-7.5406,6.9,96,83,1.84,ES,1676779067
550,mao,39.8885,4.2658,7.31,100,20,1.03,ES,1676779067
551,chernivtsi,48.2915,25.9403,8.66,89,100,5.46,UA,1676779068
552,san quintin,30.4833,-115.95,13.43,61,0,1.61,MX,1676779068
553,burley,42.5357,-113.7928,1.83,64,100,4.47,US,1676779068
